"","part_id","cond","betas","funcMask","anatROI"
"228",18,"CSminus_V4",-2.15424467815737,"CSplusVsCSminus","daINS_space-EPI.nii"
"229",19,"CSplus_V1",0.435740891986629,"CSplusVsCSminus","daINS_space-EPI.nii"
"230",19,"GS1_V2",2.16582810479488,"CSplusVsCSminus","daINS_space-EPI.nii"
"231",19,"GS2_V3",2.66351311361533,"CSplusVsCSminus","daINS_space-EPI.nii"
"232",19,"CSminus_V4",-0.328617671103569,"CSplusVsCSminus","daINS_space-EPI.nii"
"233",21,"CSplus_V4",-0.83246646314396,"CSplusVsCSminus","daINS_space-EPI.nii"
"234",21,"GS1_V3",-6.07972091564721,"CSplusVsCSminus","daINS_space-EPI.nii"
"235",21,"GS2_V2",1.67883804260472,"CSplusVsCSminus","daINS_space-EPI.nii"
"236",21,"CSminus_V1",-9.15388469383762,"CSplusVsCSminus","daINS_space-EPI.nii"
"237",22,"CSplus_V1",2.18353626748734,"CSplusVsCSminus","daINS_space-EPI.nii"
"238",22,"GS1_V2",-1.05729493074583,"CSplusVsCSminus","daINS_space-EPI.nii"
"239",22,"GS2_V3",-3.38765424504234,"CSplusVsCSminus","daINS_space-EPI.nii"
"240",22,"CSminus_V4",-0.582921473496553,"CSplusVsCSminus","daINS_space-EPI.nii"
"241",23,"CSplus_V1",-5.92036487169243,"CSplusVsCSminus","daINS_space-EPI.nii"
"242",23,"GS1_V2",-4.38150290096776,"CSplusVsCSminus","daINS_space-EPI.nii"
"243",23,"GS2_V3",-7.28650591419074,"CSplusVsCSminus","daINS_space-EPI.nii"
"244",23,"CSminus_V4",-8.2602283218118,"CSplusVsCSminus","daINS_space-EPI.nii"
"245",24,"CSplus_V4",-2.0174351233686,"CSplusVsCSminus","daINS_space-EPI.nii"
"246",24,"GS1_V3",-3.85551879699364,"CSplusVsCSminus","daINS_space-EPI.nii"
"247",24,"GS2_V2",-2.78620838988394,"CSplusVsCSminus","daINS_space-EPI.nii"
"248",24,"CSminus_V1",1.21639862574601,"CSplusVsCSminus","daINS_space-EPI.nii"
"249",25,"CSplus_V4",2.45439113876181,"CSplusVsCSminus","daINS_space-EPI.nii"
"250",25,"GS1_V3",3.56819585585993,"CSplusVsCSminus","daINS_space-EPI.nii"
"251",25,"GS2_V2",-3.00233294483292,"CSplusVsCSminus","daINS_space-EPI.nii"
"252",25,"CSminus_V1",-2.00109969211395,"CSplusVsCSminus","daINS_space-EPI.nii"
"253",26,"CSplus_V1",8.56436408959935,"CSplusVsCSminus","daINS_space-EPI.nii"
"254",26,"GS1_V2",7.15406754056803,"CSplusVsCSminus","daINS_space-EPI.nii"
"255",26,"GS2_V3",-0.16153319532934,"CSplusVsCSminus","daINS_space-EPI.nii"
"256",26,"CSminus_V4",0.398693604760193,"CSplusVsCSminus","daINS_space-EPI.nii"
"257",27,"CSplus_V1",-1.77922733876694,"CSplusVsCSminus","daINS_space-EPI.nii"
"258",27,"GS1_V2",1.4718163602375,"CSplusVsCSminus","daINS_space-EPI.nii"
"259",27,"GS2_V3",1.79070327584253,"CSplusVsCSminus","daINS_space-EPI.nii"
"260",27,"CSminus_V4",1.69604054357161,"CSplusVsCSminus","daINS_space-EPI.nii"
"261",28,"CSplus_V4",-1.81540268730889,"CSplusVsCSminus","daINS_space-EPI.nii"
"262",28,"GS1_V3",-2.01538817121081,"CSplusVsCSminus","daINS_space-EPI.nii"
"263",28,"GS2_V2",-2.83099412618642,"CSplusVsCSminus","daINS_space-EPI.nii"
"264",28,"CSminus_V1",-3.1786417867721,"CSplusVsCSminus","daINS_space-EPI.nii"
"265",30,"CSplus_V1",4.71818922449385,"CSplusVsCSminus","daINS_space-EPI.nii"
"266",30,"GS1_V2",4.94428788196812,"CSplusVsCSminus","daINS_space-EPI.nii"
"267",30,"GS2_V3",4.77554715189495,"CSplusVsCSminus","daINS_space-EPI.nii"
"268",30,"CSminus_V4",2.30383379892869,"CSplusVsCSminus","daINS_space-EPI.nii"
"269",31,"CSplus_V1",6.03861500786252,"CSplusVsCSminus","daINS_space-EPI.nii"
"270",31,"GS1_V2",4.58378166245502,"CSplusVsCSminus","daINS_space-EPI.nii"
"271",31,"GS2_V3",5.17129751597865,"CSplusVsCSminus","daINS_space-EPI.nii"
"272",31,"CSminus_V4",-0.965048110085811,"CSplusVsCSminus","daINS_space-EPI.nii"
"273",32,"CSplus_V4",-0.498694242472854,"CSplusVsCSminus","daINS_space-EPI.nii"
"274",32,"GS1_V3",-0.39514048303072,"CSplusVsCSminus","daINS_space-EPI.nii"
"275",32,"GS2_V2",-3.81518070210823,"CSplusVsCSminus","daINS_space-EPI.nii"
"276",32,"CSminus_V1",-6.23689607969311,"CSplusVsCSminus","daINS_space-EPI.nii"
"277",33,"CSplus_V4",0.086431105670176,"CSplusVsCSminus","daINS_space-EPI.nii"
"278",33,"GS1_V3",-0.0619186907293694,"CSplusVsCSminus","daINS_space-EPI.nii"
"279",33,"GS2_V2",2.17506844361433,"CSplusVsCSminus","daINS_space-EPI.nii"
"280",33,"CSminus_V1",-3.19165870458173,"CSplusVsCSminus","daINS_space-EPI.nii"
"281",37,"CSplus_V4",-2.8862244230851,"CSplusVsCSminus","daINS_space-EPI.nii"
"282",37,"GS1_V3",0.24355020833928,"CSplusVsCSminus","daINS_space-EPI.nii"
"283",37,"GS2_V2",-5.14245697923682,"CSplusVsCSminus","daINS_space-EPI.nii"
"284",37,"CSminus_V1",-6.94948657780315,"CSplusVsCSminus","daINS_space-EPI.nii"
"285",38,"CSplus_V1",1.70459598078254,"CSplusVsCSminus","daINS_space-EPI.nii"
"286",38,"GS1_V2",0.975599968886119,"CSplusVsCSminus","daINS_space-EPI.nii"
"287",38,"GS2_V3",3.68325425876955,"CSplusVsCSminus","daINS_space-EPI.nii"
